,Input Sentence,Tokenizer,POS,Great Filter,POW,ACH,AFF,Unnamed
630,"After a bit of daydreaming, he'll get back to work knowing that his family waits for him when he finishes.
","['After', 'a', 'bit', 'of', 'daydreaming', ',', 'he', ""'ll"", 'get', 'back', 'to', 'work', 'knowing', 'that', 'his', 'family', 'waits', 'for', 'him', 'when', 'he', 'finishes', '.']","['IN', 'DT', 'NN', 'IN', 'NN', ',', 'PRP', 'MD', 'VB', 'RB', 'TO', 'VB', 'VBG', 'IN', 'PRP$', 'NN', 'NNS', 'IN', 'PRP', 'WRB', 'PRP', 'VBZ', '.']",Pass,no,no,yes,
631,"A father/husband trying to do his job, but keeps thinking about his family.
","['A', 'father/husband', 'trying', 'to', 'do', 'his', 'job', ',', 'but', 'keeps', 'thinking', 'about', 'his', 'family', '.']","['DT', 'NN', 'VBG', 'TO', 'VB', 'PRP$', 'NN', ',', 'CC', 'VBZ', 'VBG', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
632,"He seems to be daydreaming.
","['He', 'seems', 'to', 'be', 'daydreaming', '.']","['PRP', 'VBZ', 'TO', 'VB', 'VBG', '.']",Removed,no,no,no,
633,"He may feel that he has chosen the wrong profession and wishes he could change.
","['He', 'may', 'feel', 'that', 'he', 'has', 'chosen', 'the', 'wrong', 'profession', 'and', 'wishes', 'he', 'could', 'change', '.']","['PRP', 'MD', 'VB', 'IN', 'PRP', 'VBZ', 'VBN', 'DT', 'JJ', 'NN', 'CC', 'NNS', 'PRP', 'MD', 'VB', '.']",Pass,no,no,no,
634,"He has a lot of responsibilities raising a family and at work.
","['He', 'has', 'a', 'lot', 'of', 'responsibilities', 'raising', 'a', 'family', 'and', 'at', 'work', '.']","['PRP', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'VBG', 'DT', 'NN', 'CC', 'IN', 'NN', '.']",Pass,no,no,no,
635,"He cannot just quit and leave.
","['He', 'can', 'not', 'just', 'quit', 'and', 'leave', '.']","['PRP', 'MD', 'RB', 'RB', 'NN', 'CC', 'NN', '.']",Removed,no,no,no,
636,"So he stays and continues as always.
","['So', 'he', 'stays', 'and', 'continues', 'as', 'always', '.']","['RB', 'PRP', 'VBZ', 'CC', 'VBZ', 'IN', 'RB', '.']",Removed,no,no,no,
637,"It's winter in Boston, a couple in love are sitting together watching the ice form on the Charles.
","['It', ""'s"", 'winter', 'in', 'Boston', ',', 'a', 'couple', 'in', 'love', 'are', 'sitting', 'together', 'watching', 'the', 'ice', 'form', 'on', 'the', 'Charles', '.']","['PRP', 'VBZ', 'NN', 'IN', 'NNP', ',', 'DT', 'NN', 'IN', 'NN', 'VBP', 'VBG', 'RB', 'VBG', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNP', '.']",Pass,no,no,yes,
638,"They have both taken the afternoon off from their jobs with intent of spending the rest of the day together.
","['They', 'have', 'both', 'taken', 'the', 'afternoon', 'off', 'from', 'their', 'jobs', 'with', 'intent', 'of', 'spending', 'the', 'rest', 'of', 'the', 'day', 'together', '.']","['PRP', 'VBP', 'DT', 'VBN', 'DT', 'NN', 'IN', 'IN', 'PRP$', 'NNS', 'IN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', 'RB', '.']",Pass,no,no,yes,
639,"They have been planning to get married as soon as George wins the lottery.
","['They', 'have', 'been', 'planning', 'to', 'get', 'married', 'as', 'soon', 'as', 'George', 'wins', 'the', 'lottery', '.']","['PRP', 'VBP', 'VBN', 'VBG', 'TO', 'VB', 'VBN', 'RB', 'RB', 'IN', 'NNP', 'VBZ', 'DT', 'NN', '.']",Pass,no,no,yes,
640,"He has been purchasing tickets for 4 years now and is trying to convince Zelda that his lucky number is coming up soon!
","['He', 'has', 'been', 'purchasing', 'tickets', 'for', '4', 'years', 'now', 'and', 'is', 'trying', 'to', 'convince', 'Zelda', 'that', 'his', 'lucky', 'number', 'is', 'coming', 'up', 'soon', '!']","['PRP', 'VBZ', 'VBN', 'VBG', 'NNS', 'IN', 'CD', 'NNS', 'RB', 'CC', 'VBZ', 'VBG', 'TO', 'VB', 'NNP', 'IN', 'PRP$', 'JJ', 'NN', 'VBZ', 'VBG', 'RP', 'RB', '.']",Removed,yes,no,no,
641,"This is the bank of the Charles River where this young con artist is explaining to an innocent college student how he has become the youngest full professor at M.I.T.
","['This', 'is', 'the', 'bank', 'of', 'the', 'Charles', 'River', 'where', 'this', 'young', 'con', 'artist', 'is', 'explaining', 'to', 'an', 'innocent', 'college', 'student', 'how', 'he', 'has', 'become', 'the', 'youngest', 'full', 'professor', 'at', 'M.I.T', '.']","['DT', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'WRB', 'DT', 'JJ', 'NN', 'NN', 'VBZ', 'VBG', 'TO', 'DT', 'JJ', 'NN', 'NN', 'WRB', 'PRP', 'VBZ', 'VBN', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'NNP', '.']",Pass,yes,yes,no,
642,"She is unconvinced but enjoys the attention knowing he is oblivious to her highly infectious fatal disease.
","['She', 'is', 'unconvinced', 'but', 'enjoys', 'the', 'attention', 'knowing', 'he', 'is', 'oblivious', 'to', 'her', 'highly', 'infectious', 'fatal', 'disease', '.']","['PRP', 'VBZ', 'JJ', 'CC', 'VBZ', 'DT', 'NN', 'NN', 'PRP', 'VBZ', 'JJ', 'TO', 'PRP$', 'RB', 'JJ', 'JJ', 'NN', '.']",Pass,yes,no,no,
643,"Shortly she will reject his advances and move on to another unsuspecting hustler.
","['Shortly', 'she', 'will', 'reject', 'his', 'advances', 'and', 'move', 'on', 'to', 'another', 'unsuspecting', 'hustler', '.']","['RB', 'PRP', 'MD', 'VB', 'PRP$', 'NNS', 'CC', 'VB', 'IN', 'TO', 'DT', 'JJ', 'NN', '.']",Pass,no,no,no,
644,"Stephen is leaving.
","['Stephen', 'is', 'leaving', '.']","['NNP', 'VBZ', 'VBG', '.']",Removed,no,no,no,
645,"He does not know how to explain it to Sarah, his significant other for these past three years.
","['He', 'does', 'not', 'know', 'how', 'to', 'explain', 'it', 'to', 'Sarah', ',', 'his', 'significant', 'other', 'for', 'these', 'past', 'three', 'years', '.']","['PRP', 'VBZ', 'RB', 'VB', 'WRB', 'TO', 'VB', 'PRP', 'TO', 'NNP', ',', 'PRP$', 'JJ', 'JJ', 'IN', 'DT', 'JJ', 'CD', 'NNS', '.']",Pass,no,no,yes,
646,"It's a cold day in Boston and the frozen Charles River does not make parting any easier.
","['It', ""'s"", 'a', 'cold', 'day', 'in', 'Boston', 'and', 'the', 'frozen', 'Charles', 'River', 'does', 'not', 'make', 'parting', 'any', 'easier', '.']","['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'DT', 'JJ', 'NNP', 'NNP', 'VBZ', 'RB', 'VB', 'VBG', 'DT', 'JJR', '.']",Pass,no,no,no,
647,"In both their hearts, their love is still strong and they know they will never see each other again.
","['In', 'both', 'their', 'hearts', ',', 'their', 'love', 'is', 'still', 'strong', 'and', 'they', 'know', 'they', 'will', 'never', 'see', 'each', 'other', 'again', '.']","['IN', 'DT', 'PRP$', 'NNS', ',', 'PRP$', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'PRP', 'VBP', 'PRP', 'MD', 'RB', 'VB', 'DT', 'JJ', 'RB', '.']",Pass,no,no,yes,
648,"There is a man and a woman sitting on the banks of a river.
","['There', 'is', 'a', 'man', 'and', 'a', 'woman', 'sitting', 'on', 'the', 'banks', 'of', 'a', 'river', '.']","['EX', 'VBZ', 'DT', 'NN', 'CC', 'DT', 'NN', 'VBG', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
649,"They have some quiet time to just talk.
","['They', 'have', 'some', 'quiet', 'time', 'to', 'just', 'talk', '.']","['PRP', 'VBP', 'DT', 'JJ', 'NN', 'TO', 'RB', 'VB', '.']",Pass,no,no,yes,
650,"They are enjoying the out of doors and the scenery.
","['They', 'are', 'enjoying', 'the', 'out', 'of', 'doors', 'and', 'the', 'scenery', '.']","['PRP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'NNS', 'CC', 'DT', 'NN', '.']",Pass,no,no,no,
651,"Talking together lets them know more about each other's feelings.
","['Talking', 'together', 'lets', 'them', 'know', 'more', 'about', 'each', 'other', ""'s"", 'feelings', '.']","['VBG', 'RB', 'VBZ', 'PRP', 'VB', 'JJR', 'IN', 'DT', 'JJ', 'POS', 'NNS', '.']",Pass,no,no,yes,
652,"Two people in love just taking a stroll and decided to sit and relax on the park bench.
","['Two', 'people', 'in', 'love', 'just', 'taking', 'a', 'stroll', 'and', 'decided', 'to', 'sit', 'and', 'relax', 'on', 'the', 'park', 'bench', '.']","['CD', 'NNS', 'IN', 'NN', 'RB', 'VBG', 'DT', 'NN', 'CC', 'VBD', 'TO', 'VB', 'CC', 'VB', 'IN', 'DT', 'NN', 'NN', '.']",Pass,no,no,yes,
653,"Just light easy conversation.
","['Just', 'light', 'easy', 'conversation', '.']","['RB', 'JJ', 'JJ', 'NN', '.']",Removed,no,no,no,
654,"No hassles.
","['No', 'hassles', '.']","['DT', 'NNS', '.']",Removed,no,no,no,
655,"A day off to relax and enjoy each other's company.
","['A', 'day', 'off', 'to', 'relax', 'and', 'enjoy', 'each', 'other', ""'s"", 'company', '.']","['DT', 'NN', 'IN', 'TO', 'VB', 'CC', 'VB', 'DT', 'JJ', 'POS', 'NN', '.']",Pass,no,no,yes,
656,"They will leave and have a nice quiet dinner outside in a restaurant.
","['They', 'will', 'leave', 'and', 'have', 'a', 'nice', 'quiet', 'dinner', 'outside', 'in', 'a', 'restaurant', '.']","['PRP', 'MD', 'VB', 'CC', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
657,"Two employees of a medical test center are awaiting the results of an important test sample from the president.
","['Two', 'employees', 'of', 'a', 'medical', 'test', 'center', 'are', 'awaiting', 'the', 'results', 'of', 'an', 'important', 'test', 'sample', 'from', 'the', 'president', '.']","['CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'VBP', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
658,"The boss, standing on the right is checking that all necessary steps are followed.
","['The', 'boss', ',', 'standing', 'on', 'the', 'right', 'is', 'checking', 'that', 'all', 'necessary', 'steps', 'are', 'followed', '.']","['DT', 'NN', ',', 'VBG', 'IN', 'DT', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NNS', 'VBP', 'VBN', '.']",Pass,no,no,no,
659,"The whole country's future could be in jeopardy if the test shows positive.
","['The', 'whole', 'country', ""'s"", 'future', 'could', 'be', 'in', 'jeopardy', 'if', 'the', 'test', 'shows', 'positive', '.']","['DT', 'JJ', 'NN', 'POS', 'NN', 'MD', 'VB', 'IN', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'JJ', '.']",Pass,no,no,no,
660,"The president had been bitten earlier that day by a rabid dog.
","['The', 'president', 'had', 'been', 'bitten', 'earlier', 'that', 'day', 'by', 'a', 'rabid', 'dog', '.']","['DT', 'NN', 'VBD', 'VBN', 'VBN', 'RBR', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', '.']",Pass,yes,no,no,
661,"Madame Curie is concocting a elixir made of high grade radium which gives one a glowing sense of well being.
","['Madame', 'Curie', 'is', 'concocting', 'a', 'elixir', 'made', 'of', 'high', 'grade', 'radium', 'which', 'gives', 'one', 'a', 'glowing', 'sense', 'of', 'well', 'being', '.']","['NNP', 'NNP', 'VBZ', 'VBG', 'DT', 'NN', 'VBN', 'IN', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', 'CD', 'DT', 'NN', 'NN', 'IN', 'RB', 'VBG', '.']",Pass,no,no,no,
662,"The young assistant is curious about who will be the first human to test this wonder drug.
","['The', 'young', 'assistant', 'is', 'curious', 'about', 'who', 'will', 'be', 'the', 'first', 'human', 'to', 'test', 'this', 'wonder', 'drug', '.']","['DT', 'JJ', 'NN', 'VBZ', 'JJ', 'IN', 'WP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'JJR', 'NN', '.']",Pass,no,yes,no,
663,"Perhaps she will volunteer her bashful boyfriend who has been seeking illumination with Madame Blavatsky.
","['Perhaps', 'she', 'will', 'volunteer', 'her', 'bashful', 'boyfriend', 'who', 'has', 'been', 'seeking', 'illumination', 'with', 'Madame', 'Blavatsky', '.']","['RB', 'PRP', 'MD', 'VB', 'PRP$', 'JJ', 'NN', 'WP', 'VBZ', 'VBN', 'VBG', 'NN', 'IN', 'NNP', 'NNP', '.']",Removed,no,no,no,
664,"Gwen has been working for a cure to the disease ever since it started affecting most people in the city.
","['Gwen', 'has', 'been', 'working', 'for', 'a', 'cure', 'to', 'the', 'disease', 'ever', 'since', 'it', 'started', 'affecting', 'most', 'people', 'in', 'the', 'city', '.']","['NNP', 'VBZ', 'VBN', 'VBG', 'IN', 'DT', 'NN', 'TO', 'DT', 'NN', 'RB', 'IN', 'PRP', 'VBD', 'VBG', 'JJS', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,no,yes,no,
665,"She has been working day and night with her assistant Gail.
","['She', 'has', 'been', 'working', 'day', 'and', 'night', 'with', 'her', 'assistant', 'Gail', '.']","['PRP', 'VBZ', 'VBN', 'VBG', 'NN', 'CC', 'NN', 'IN', 'PRP$', 'JJ', 'NNP', '.']",Removed,no,no,no,
666,"It is a race against time with no clear winner in sight.
","['It', 'is', 'a', 'race', 'against', 'time', 'with', 'no', 'clear', 'winner', 'in', 'sight', '.']","['PRP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']",Pass,no,yes,no,
667,"She must go on.
","['She', 'must', 'go', 'on', '.']","['PRP', 'MD', 'VB', 'IN', '.']",Removed,no,no,no,
668,"A doctor and her assistant are doing some lab work.
","['A', 'doctor', 'and', 'her', 'assistant', 'are', 'doing', 'some', 'lab', 'work', '.']","['DT', 'NN', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'DT', 'NN', 'NN', '.']",Pass,no,no,no,
669,"They may be analyzing specimens from a patient that has come in for test.
","['They', 'may', 'be', 'analyzing', 'specimens', 'from', 'a', 'patient', 'that', 'has', 'come', 'in', 'for', 'test', '.']","['PRP', 'MD', 'VB', 'VBG', 'NNS', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'VBN', 'IN', 'IN', 'NN', '.']",Pass,no,no,no,
670,"They will get results and let the patient know their diagnosis.
","['They', 'will', 'get', 'results', 'and', 'let', 'the', 'patient', 'know', 'their', 'diagnosis', '.']","['PRP', 'MD', 'VB', 'NNS', 'CC', 'VB', 'DT', 'NN', 'VBP', 'PRP$', 'NN', '.']",Pass,no,no,no,
671,"If there is a problem, they will offer remedies to help alleviate it.
","['If', 'there', 'is', 'a', 'problem', ',', 'they', 'will', 'offer', 'remedies', 'to', 'help', 'alleviate', 'it', '.']","['IN', 'EX', 'VBZ', 'DT', 'NN', ',', 'PRP', 'MD', 'VB', 'NNS', 'TO', 'VB', 'VB', 'PRP', '.']",Pass,no,no,no,
672,"Two female research scientists working in a lab.
","['Two', 'female', 'research', 'scientists', 'working', 'in', 'a', 'lab', '.']","['CD', 'JJ', 'NN', 'NNS', 'VBG', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
673,"They are trying to help find a cure for some disease.
","['They', 'are', 'trying', 'to', 'help', 'find', 'a', 'cure', 'for', 'some', 'disease', '.']","['PRP', 'VBP', 'VBG', 'TO', 'VB', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,yes,no,
674,"Both always wanted to do this type of work and are very intense and serious about their profession.
","['Both', 'always', 'wanted', 'to', 'do', 'this', 'type', 'of', 'work', 'and', 'are', 'very', 'intense', 'and', 'serious', 'about', 'their', 'profession', '.']","['DT', 'RB', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', 'CC', 'VBP', 'RB', 'JJ', 'CC', 'JJ', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
675,"They have a feeling of accomplishment and self-fulfillment and will continue to work in this field.
","['They', 'have', 'a', 'feeling', 'of', 'accomplishment', 'and', 'self-fulfillment', 'and', 'will', 'continue', 'to', 'work', 'in', 'this', 'field', '.']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN', 'CC', 'MD', 'VB', 'TO', 'VB', 'IN', 'DT', 'NN', '.']",Pass,no,yes,no,
676,"A circus act is underway.
","['A', 'circus', 'act', 'is', 'underway', '.']","['DT', 'NN', 'NN', 'VBZ', 'RB', '.']",Pass,no,no,no,
677,"The two star performers are nearing the end of their performance.
","['The', 'two', 'star', 'performers', 'are', 'nearing', 'the', 'end', 'of', 'their', 'performance', '.']","['DT', 'CD', 'NN', 'NNS', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']",Pass,no,yes,no,
678,"Just before the start of the act Wayne had found out that Sheila had been unfaithful to him.
","['Just', 'before', 'the', 'start', 'of', 'the', 'act', 'Wayne', 'had', 'found', 'out', 'that', 'Sheila', 'had', 'been', 'unfaithful', 'to', 'him', '.']","['RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNP', 'VBD', 'VBN', 'RP', 'IN', 'NNP', 'VBD', 'VBN', 'JJ', 'TO', 'PRP', '.']",Pass,no,no,no,
679,"He wants to forget about the incident but can't.
","['He', 'wants', 'to', 'forget', 'about', 'the', 'incident', 'but', 'ca', ""n't"", '.']","['PRP', 'VBZ', 'TO', 'VB', 'IN', 'DT', 'NN', 'CC', 'MD', 'RB', '.']",Pass,no,no,no,
680,"He's decided to tell her he knows and that he forgives her if she'll never do it again.
","['He', ""'s"", 'decided', 'to', 'tell', 'her', 'he', 'knows', 'and', 'that', 'he', 'forgives', 'her', 'if', 'she', ""'ll"", 'never', 'do', 'it', 'again', '.']","['PRP', 'VBZ', 'VBN', 'TO', 'VB', 'PRP$', 'PRP', 'VBZ', 'CC', 'IN', 'PRP', 'VBZ', 'PRP$', 'IN', 'PRP', 'MD', 'RB', 'VB', 'PRP', 'RB', '.']",Removed,no,no,no,
681,"However, just as he is about to catch her on the last swing he misses, she falls and breaks her neck.
","['However', ',', 'just', 'as', 'he', 'is', 'about', 'to', 'catch', 'her', 'on', 'the', 'last', 'swing', 'he', 'misses', ',', 'she', 'falls', 'and', 'breaks', 'her', 'neck', '.']","['RB', ',', 'RB', 'IN', 'PRP', 'VBZ', 'IN', 'TO', 'VB', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'VBZ', ',', 'PRP', 'VBZ', 'CC', 'VBZ', 'PRP$', 'NN', '.']",Pass,no,no,no,
682,"This photo is one of the rare surviving candid shots of my wife and I during our early married life.
","['This', 'photo', 'is', 'one', 'of', 'the', 'rare', 'surviving', 'candid', 'shots', 'of', 'my', 'wife', 'and', 'I', 'during', 'our', 'early', 'married', 'life', '.']","['DT', 'NN', 'VBZ', 'CD', 'IN', 'DT', 'JJ', 'VBG', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'CC', 'PRP', 'IN', 'PRP$', 'JJ', 'JJ', 'NN', '.']",Pass,no,no,no,
683,"Often after dinner we would retire upstairs to our spacious bedroom for some stimulating foreplay.
","['Often', 'after', 'dinner', 'we', 'would', 'retire', 'upstairs', 'to', 'our', 'spacious', 'bedroom', 'for', 'some', 'stimulating', 'foreplay', '.']","['RB', 'IN', 'NN', 'PRP', 'MD', 'VB', 'NNS', 'TO', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']",Pass,no,no,no,
684,"The photo captures the completion of a triple jump which was the highlight of our acrobatic fantasy phase.
","['The', 'photo', 'captures', 'the', 'completion', 'of', 'a', 'triple', 'jump', 'which', 'was', 'the', 'highlight', 'of', 'our', 'acrobatic', 'fantasy', 'phase', '.']","['DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'NN', '.']",Pass,no,no,no,
685,"We might have been better off staying with the acrobatics since the high diving into a sponge was disastrous for our marriage.
","['We', 'might', 'have', 'been', 'better', 'off', 'staying', 'with', 'the', 'acrobatics', 'since', 'the', 'high', 'diving', 'into', 'a', 'sponge', 'was', 'disastrous', 'for', 'our', 'marriage', '.']","['PRP', 'MD', 'VB', 'VBN', 'JJR', 'RP', 'VBG', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'VBD', 'JJ', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
686,"Jane and Harry have been together, performing the same routine for 10 years.
","['Jane', 'and', 'Harry', 'have', 'been', 'together', ',', 'performing', 'the', 'same', 'routine', 'for', '10', 'years', '.']","['NNP', 'CC', 'NNP', 'VBP', 'VBN', 'RB', ',', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'CD', 'NNS', '.']",Pass,no,no,no,
687,"At first the excitement of show business and the traveling kept them together and happy.
","['At', 'first', 'the', 'excitement', 'of', 'show', 'business', 'and', 'the', 'traveling', 'kept', 'them', 'together', 'and', 'happy', '.']","['IN', 'RB', 'DT', 'NN', 'IN', 'NN', 'NN', 'CC', 'DT', 'VBG', 'VBD', 'PRP', 'RB', 'CC', 'JJ', '.']",Pass,no,no,yes,
688,"Now it is just a job.
","['Now', 'it', 'is', 'just', 'a', 'job', '.']","['RB', 'PRP', 'VBZ', 'RB', 'DT', 'NN', '.']",Pass,no,no,no,
689,"They have no other skills and are trapped in this existence.
","['They', 'have', 'no', 'other', 'skills', 'and', 'are', 'trapped', 'in', 'this', 'existence', '.']","['PRP', 'VBP', 'DT', 'JJ', 'NNS', 'CC', 'VBP', 'VBN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
690,"The strenuous physical requirements are becoming harder and harder.
","['The', 'strenuous', 'physical', 'requirements', 'are', 'becoming', 'harder', 'and', 'harder', '.']","['DT', 'JJ', 'JJ', 'NNS', 'VBP', 'VBG', 'RBR', 'CC', 'RBR', '.']",Pass,no,no,no,
691,"One day they will miss their connection and a new life will begin.
","['One', 'day', 'they', 'will', 'miss', 'their', 'connection', 'and', 'a', 'new', 'life', 'will', 'begin', '.']","['CD', 'NN', 'PRP', 'MD', 'VB', 'PRP$', 'NN', 'CC', 'DT', 'JJ', 'NN', 'MD', 'VB', '.']",Pass,no,no,no,
692,"The couple are practicing for a circus performance.
","['The', 'couple', 'are', 'practicing', 'for', 'a', 'circus', 'performance', '.']","['DT', 'NN', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'NN', '.']",Pass,no,no,no,
693,"They are in a second rate circus that plays fairgrounds and is traveling from place to place all the time: a dirty, boring job, even though it requires their high skill and coordination to do a performance.
","['They', 'are', 'in', 'a', 'second', 'rate', 'circus', 'that', 'plays', 'fairgrounds', 'and', 'is', 'traveling', 'from', 'place', 'to', 'place', 'all', 'the', 'time', ':', 'a', 'dirty', ',', 'boring', 'job', ',', 'even', 'though', 'it', 'requires', 'their', 'high', 'skill', 'and', 'coordination', 'to', 'do', 'a', 'performance', '.']","['PRP', 'VBP', 'IN', 'DT', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', 'NNS', 'CC', 'VBZ', 'VBG', 'IN', 'NN', 'TO', 'VB', 'PDT', 'DT', 'NN', ':', 'DT', 'NN', ',', 'VBG', 'NN', ',', 'RB', 'IN', 'PRP', 'VBZ', 'PRP$', 'JJ', 'NN', 'CC', 'NN', 'TO', 'VB', 'DT', 'NN', '.']",Pass,no,yes,no,
694,"She is bored with this life and wants to move to a better, more stable circus, he has been with the same circus all his life and wants to stay there, his family are in this circus too and partly own it.
","['She', 'is', 'bored', 'with', 'this', 'life', 'and', 'wants', 'to', 'move', 'to', 'a', 'better', ',', 'more', 'stable', 'circus', ',', 'he', 'has', 'been', 'with', 'the', 'same', 'circus', 'all', 'his', 'life', 'and', 'wants', 'to', 'stay', 'there', ',', 'his', 'family', 'are', 'in', 'this', 'circus', 'too', 'and', 'partly', 'own', 'it', '.']","['PRP', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'CC', 'VBZ', 'TO', 'VB', 'TO', 'DT', 'JJR', ',', 'RBR', 'JJ', 'NN', ',', 'PRP', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'PDT', 'PRP$', 'NN', 'CC', 'VBZ', 'TO', 'VB', 'RB', ',', 'PRP$', 'NN', 'VBP', 'IN', 'DT', 'NN', 'RB', 'CC', 'RB', 'VB', 'PRP', '.']",Pass,no,yes,no,
